==============================================================================================================
 SIERRA CHART TRADE OPTIMIZATION PLATFORM — PROBLEMATIC TRADE SEQUENCES AUDIT
 Criteria: Trades with Quantity > 3 Contracts (Exceeding [-3, +3] Position Limit)
==============================================================================================================

PART 1: CURRENT CLEAN PRODUCTION DATABASE (processed_trades)
Total Problematic Trades Found: 238
--------------------------------------------------------------------------------------------------------------
#    | Account            | Symbol     | Entry Time (NY)     | Side  | Entry     | Exit      | Qty  | PnL ($)   
--------------------------------------------------------------------------------------------------------------
1    | TM_10              | CLJ25      | 2025-03-09T22:06:10 | SHORT | 66.90     | 66.90     | 6    | $0.00     
2398 | TM_9               | NQ         | 2024-03-19T14:34:12 | LONG  | 18094.25  | 18093.75  | 6    | $-60.00   
2399 | TM_9               | NQ         | 2024-03-19T15:39:37 | SHORT | 18148.50  | 18148.50  | 6    | $0.00     
2400 | TM_9               | NQ         | 2024-03-19T16:07:46 | SHORT | 18167.25  | 18167.75  | 6    | $-60.00   
2401 | TM_9               | NQ         | 2024-03-19T16:51:32 | SHORT | 18257.75  | 18258.00  | 6    | $-30.00   
2402 | TM_9               | NQ         | 2024-03-20T10:31:46 | LONG  | 18277.75  | 18276.75  | 6    | $-120.00  
2403 | TM_9               | NQ         | 2024-03-20T11:04:59 | SHORT | 18300.00  | 18300.50  | 6    | $-60.00   
2404 | TM_9               | NQ         | 2024-03-20T14:23:50 | SHORT | 18275.50  | 18282.50  | 6    | $-840.00  
2405 | TM_9               | NQ         | 2024-03-20T18:00:37 | LONG  | 18321.75  | 18320.00  | 6    | $-210.00  
2406 | TM_9               | NQ         | 2024-03-20T18:14:28 | LONG  | 18347.25  | 18347.00  | 6    | $-30.00   
2407 | TM_9               | NQ         | 2024-03-20T19:05:04 | LONG  | 18441.00  | 18439.50  | 6    | $-180.00  
2408 | TM_9               | NQ         | 2024-03-20T19:13:23 | LONG  | 18444.50  | 18442.75  | 6    | $-210.00  
2409 | TM_9               | NQ         | 2024-03-20T20:01:19 | SHORT | 18499.25  | 18497.75  | 6    | $180.00   
2410 | TM_9               | NQ         | 2024-03-21T09:25:18 | LONG  | 18591.00  | 18589.50  | 6    | $-180.00  
2411 | TM_9               | NQ         | 2024-03-21T13:38:09 | LONG  | 18682.75  | 18683.25  | 6    | $60.00    
2412 | TM_9               | NQ         | 2024-03-21T13:49:39 | LONG  | 18641.25  | 18642.25  | 6    | $120.00   
2413 | TM_9               | NQ         | 2024-03-21T14:00:15 | LONG  | 18651.00  | 18649.50  | 6    | $-180.00  
2414 | TM_9               | NQ         | 2024-03-21T14:13:38 | SHORT | 18645.50  | 18645.50  | 6    | $0.00     
2415 | TM_9               | NQ         | 2024-03-21T16:27:23 | SHORT | 18703.00  | 18703.25  | 6    | $-30.00   
2416 | TM_9               | NQ         | 2024-03-21T17:31:04 | LONG  | 18655.00  | 18654.50  | 6    | $-60.00   
2417 | TM_9               | NQ         | 2024-03-21T17:53:48 | LONG  | 18621.75  | 18621.50  | 6    | $-30.00   
2418 | TM_9               | NQ         | 2024-03-21T18:08:43 | LONG  | 18595.75  | 18595.25  | 6    | $-60.00   
2419 | TM_9               | NQ         | 2024-03-21T19:34:43 | SHORT | 18579.50  | 18578.75  | 4    | $60.00    
2420 | TM_9               | NQ         | 2024-03-22T09:01:29 | SHORT | 18600.25  | 18600.00  | 6    | $30.00    
2421 | TM_9               | NQ         | 2024-03-22T13:42:13 | SHORT | 18519.00  | 18519.50  | 6    | $-60.00   
2422 | TM_9               | NQ         | 2024-03-22T14:19:22 | LONG  | 18540.75  | 18542.50  | 6    | $210.00   
2423 | TM_9               | NQ         | 2024-03-22T16:15:23 | SHORT | 18542.50  | 18542.25  | 4    | $20.00    
2424 | TM_9               | NQ         | 2024-03-24T22:08:51 | SHORT | 18571.00  | 18572.75  | 6    | $-210.00  
2425 | TM_9               | NQ         | 2024-03-25T13:33:26 | SHORT | 18477.25  | 18479.25  | 6    | $-240.00  
2426 | TM_9               | NQ         | 2024-03-25T14:48:00 | LONG  | 18502.50  | 18502.75  | 6    | $30.00    
2427 | TM_9               | NQ         | 2024-03-25T15:39:10 | LONG  | 18537.00  | 18536.75  | 6    | $-30.00   
2428 | TM_9               | NQ         | 2024-03-25T19:57:01 | LONG  | 18510.00  | 18509.50  | 6    | $-60.00   
2429 | TM_9               | NQ         | 2024-03-26T05:06:16 | LONG  | 18540.75  | 18540.00  | 6    | $-90.00   
2430 | TM_9               | NQ         | 2024-03-26T13:38:42 | SHORT | 18573.50  | 18574.25  | 6    | $-90.00   
2431 | TM_9               | NQ         | 2024-03-26T14:59:12 | SHORT | 18563.00  | 18561.50  | 4    | $120.00   
2432 | TM_9               | NQ         | 2024-03-26T17:45:32 | SHORT | 18536.75  | 18545.00  | 6    | $-990.00  
2433 | TM_9               | NQ         | 2024-03-26T18:56:33 | LONG  | 18556.25  | 18555.50  | 6    | $-90.00   
2434 | TM_9               | NQ         | 2024-03-27T10:20:20 | SHORT | 18528.75  | 18533.25  | 6    | $-540.00  
2435 | TM_9               | NQ         | 2024-03-27T13:46:26 | LONG  | 18507.75  | 18507.50  | 6    | $-30.00   
2436 | TM_9               | NQ         | 2024-03-27T13:56:34 | LONG  | 18451.25  | 18449.75  | 6    | $-180.00  
2437 | TM_9               | NQ         | 2024-03-27T14:03:55 | LONG  | 18389.00  | 18387.75  | 6    | $-150.00  
2438 | TM_9               | NQ         | 2024-03-27T14:13:23 | LONG  | 18404.50  | 18403.50  | 6    | $-120.00  
2439 | TM_9               | NQ         | 2024-03-27T15:29:28 | SHORT | 18405.75  | 18407.00  | 6    | $-150.00  
2440 | TM_9               | NQ         | 2024-03-27T19:36:06 | SHORT | 18448.75  | 18450.50  | 6    | $-210.00  
2441 | TM_9               | NQ         | 2024-03-27T23:51:58 | LONG  | 18477.25  | 18476.75  | 6    | $-60.00   
2442 | TM_9               | NQ         | 2024-03-28T17:12:56 | LONG  | 18459.75  | 18459.25  | 6    | $-60.00   
2443 | TM_9               | NQ         | 2024-03-31T22:00:27 | SHORT | 18537.50  | 18549.75  | 6    | $-1,470.00
2444 | TM_9               | NQ         | 2024-03-31T22:04:33 | SHORT | 18557.00  | 18558.50  | 6    | $-180.00  
2445 | TM_9               | NQ         | 2024-04-01T13:55:12 | LONG  | 18598.75  | 18598.00  | 6    | $-90.00   
2446 | TM_9               | NQ         | 2024-04-01T14:00:33 | LONG  | 18592.75  | 18594.00  | 6    | $150.00   
2447 | TM_9               | NQ         | 2024-04-01T15:10:19 | SHORT | 18468.25  | 18468.50  | 6    | $-30.00   
2448 | TM_9               | NQ         | 2024-04-01T15:15:40 | LONG  | 18453.50  | 18452.75  | 6    | $-90.00   
2449 | TM_9               | NQ         | 2024-04-01T15:27:51 | SHORT | 18465.25  | 18466.00  | 6    | $-90.00   
2450 | TM_9               | NQ         | 2024-04-01T17:53:00 | SHORT | 18444.75  | 18444.75  | 6    | $0.00     
2451 | TM_9               | NQ         | 2024-04-01T19:44:20 | LONG  | 18480.25  | 18480.00  | 6    | $-30.00   
2452 | TM_9               | NQ         | 2024-04-01T19:58:27 | SHORT | 18492.75  | 18492.75  | 6    | $0.00     
2453 | TM_9               | NQ         | 2024-04-02T14:00:37 | LONG  | 18239.25  | 18239.50  | 6    | $30.00    
2454 | TM_9               | NQ         | 2024-04-02T16:59:44 | SHORT | 18289.50  | 18289.75  | 6    | $-30.00   
2455 | TM_9               | NQ         | 2024-04-03T06:13:59 | LONG  | 18284.50  | 18283.75  | 6    | $-90.00   
2456 | TM_9               | NQ         | 2024-04-03T11:24:08 | SHORT | 18297.00  | 18298.50  | 6    | $-180.00  
2457 | TM_9               | NQ         | 2024-04-03T13:37:15 | SHORT | 18278.25  | 18278.50  | 6    | $-30.00   
2458 | TM_9               | NQ         | 2024-04-03T13:42:31 | SHORT | 18261.00  | 18261.50  | 6    | $-60.00   
2459 | TM_9               | NQ         | 2024-04-03T14:56:49 | LONG  | 18425.25  | 18427.75  | 6    | $300.00   
2460 | TM_9               | NQ         | 2024-04-03T18:17:48 | SHORT | 18410.25  | 18410.75  | 6    | $-60.00   
2461 | TM_9               | NQ         | 2024-04-03T19:14:09 | LONG  | 18366.25  | 18365.25  | 6    | $-120.00  
2462 | TM_9               | NQ         | 2024-04-04T05:22:37 | SHORT | 18438.75  | 18439.50  | 6    | $-90.00   
2463 | TM_9               | NQ         | 2024-04-04T12:31:06 | SHORT | 18448.75  | 18448.25  | 6    | $60.00    
2464 | TM_9               | NQ         | 2024-04-04T13:29:59 | SHORT | 18543.25  | 18548.25  | 6    | $-600.00  
2465 | TM_9               | NQ         | 2024-04-04T14:19:45 | SHORT | 18509.00  | 18513.50  | 6    | $-540.00  
2466 | TM_9               | NQ         | 2024-04-04T15:30:27 | LONG  | 18506.00  | 18505.75  | 6    | $-30.00   
2467 | TM_9               | NQ         | 2024-04-04T17:02:23 | SHORT | 18546.25  | 18546.75  | 6    | $-60.00   
2468 | TM_9               | NQ         | 2024-04-04T18:00:17 | LONG  | 18485.00  | 18485.75  | 6    | $90.00    
2469 | TM_9               | NQ         | 2024-04-04T18:23:36 | LONG  | 18401.00  | 18400.50  | 6    | $-60.00   
2470 | TM_9               | NQ         | 2024-04-04T19:05:13 | LONG  | 18192.25  | 18194.25  | 6    | $240.00   
2471 | TM_9               | NQ         | 2024-04-04T19:05:14 | LONG  | 18192.25  | 18194.25  | 6    | $240.00   
2472 | TM_9               | NQ         | 2024-04-04T19:14:32 | LONG  | 18190.00  | 18189.25  | 6    | $-90.00   
2473 | TM_9               | NQ         | 2024-04-04T19:14:33 | LONG  | 18190.00  | 18189.25  | 6    | $-90.00   
2474 | TM_9               | NQ         | 2024-04-04T19:22:57 | SHORT | 18157.50  | 18157.00  | 6    | $60.00    
2475 | TM_9               | NQ         | 2024-04-04T19:22:59 | SHORT | 18157.50  | 18157.00  | 6    | $60.00    
2476 | TM_9               | NQ         | 2024-04-04T19:34:46 | SHORT | 18138.75  | 18138.25  | 6    | $60.00    
2477 | TM_9               | NQ         | 2024-04-04T19:34:48 | SHORT | 18138.75  | 18138.25  | 6    | $60.00    
2478 | TM_9               | NQ         | 2024-04-05T00:38:58 | LONG  | 18074.00  | 18073.25  | 6    | $-90.00   
2479 | TM_9               | NQ         | 2024-04-05T12:30:45 | SHORT | 18086.25  | 18090.75  | 6    | $-540.00  
2480 | TM_9               | NQ         | 2024-04-05T12:46:39 | SHORT | 18164.00  | 18164.75  | 6    | $-90.00   
2481 | TM_9               | NQ         | 2024-04-05T12:50:14 | LONG  | 18156.75  | 18158.50  | 6    | $210.00   
2482 | TM_9               | NQ         | 2024-04-05T12:58:01 | LONG  | 18136.00  | 18135.00  | 6    | $-120.00  
2483 | TM_9               | NQ         | 2024-04-05T13:11:14 | LONG  | 18130.50  | 18128.50  | 6    | $-240.00  
2484 | TM_9               | NQ         | 2024-04-05T13:40:54 | LONG  | 18124.75  | 18125.00  | 6    | $30.00    
2485 | TM_9               | NQ         | 2024-04-05T13:52:35 | SHORT | 18203.50  | 18204.25  | 6    | $-90.00   
2486 | TM_9               | NQ         | 2024-04-05T15:09:16 | LONG  | 18297.50  | 18296.75  | 6    | $-90.00   
2487 | TM_9               | NQ         | 2024-04-05T15:29:57 | SHORT | 18283.75  | 18283.50  | 6    | $30.00    
2488 | TM_9               | NQ         | 2024-04-05T18:00:10 | LONG  | 18279.50  | 18278.00  | 6    | $-180.00  
2489 | TM_9               | NQ         | 2024-04-05T18:09:29 | SHORT | 18327.50  | 18327.00  | 6    | $60.00    
2490 | TM_9               | NQ         | 2024-04-05T18:30:59 | SHORT | 18286.25  | 18294.75  | 6    | $-1,020.00
2491 | TM_9               | NQ         | 2024-04-05T19:11:07 | LONG  | 18289.00  | 18289.00  | 6    | $0.00     
2492 | TM_9               | NQ         | 2024-04-05T19:31:56 | LONG  | 18299.75  | 18298.25  | 6    | $-180.00  
2493 | TM_9               | NQ         | 2024-04-05T19:52:46 | LONG  | 18314.25  | 18314.00  | 6    | $-30.00   
2494 | TM_9               | NQ         | 2024-04-07T22:01:22 | SHORT | 18345.25  | 18346.00  | 6    | $-90.00   
2495 | TM_9               | NQ         | 2024-04-08T10:56:16 | LONG  | 18305.75  | 18306.00  | 6    | $30.00    
2496 | TM_9               | NQ         | 2024-04-08T10:56:17 | LONG  | 18305.75  | 18306.00  | 6    | $30.00    
2497 | TM_9               | NQ         | 2024-04-08T13:32:14 | SHORT | 18312.75  | 18312.50  | 4    | $20.00    
2498 | TM_9               | NQ         | 2024-04-08T13:50:51 | SHORT | 18277.00  | 18278.25  | 6    | $-150.00  
2499 | TM_9               | NQ         | 2024-04-08T14:03:54 | SHORT | 18288.50  | 18289.75  | 6    | $-150.00  
2500 | TM_9               | NQ         | 2024-04-08T14:05:28 | LONG  | 18303.50  | 18303.50  | 6    | $0.00     
2501 | TM_9               | NQ         | 2024-04-08T14:17:49 | SHORT | 18308.00  | 18308.50  | 6    | $-60.00   
2502 | TM_9               | NQ         | 2024-04-08T14:29:34 | SHORT | 18339.00  | 18338.75  | 6    | $30.00    
2503 | TM_9               | NQ         | 2024-04-08T14:43:01 | LONG  | 18342.50  | 18342.00  | 6    | $-60.00   
2504 | TM_9               | NQ         | 2024-04-08T15:36:22 | LONG  | 18310.75  | 18308.50  | 6    | $-270.00  
2505 | TM_9               | NQ         | 2024-04-08T15:59:43 | LONG  | 18302.75  | 18301.75  | 6    | $-120.00  
2506 | TM_9               | NQ         | 2024-04-08T23:43:48 | SHORT | 18304.75  | 18305.50  | 6    | $-90.00   
2507 | TM_9               | NQ         | 2024-04-09T14:05:39 | SHORT | 18343.75  | 18350.75  | 6    | $-840.00  
2508 | TM_9               | NQ         | 2024-04-09T14:30:08 | LONG  | 18264.75  | 18264.50  | 6    | $-30.00   
2509 | TM_9               | NQ         | 2024-04-09T14:43:34 | LONG  | 18178.00  | 18177.25  | 6    | $-90.00   
2510 | TM_9               | NQ         | 2024-04-09T14:57:49 | LONG  | 18183.50  | 18183.50  | 6    | $0.00     
2511 | TM_9               | NQ         | 2024-04-09T15:28:28 | LONG  | 18224.75  | 18224.50  | 6    | $-30.00   
2512 | TM_9               | NQ         | 2024-04-09T16:45:46 | SHORT | 18294.00  | 18294.50  | 6    | $-60.00   
2513 | TM_9               | NQ         | 2024-04-09T18:02:03 | LONG  | 18239.00  | 18240.75  | 6    | $210.00   
2514 | TM_9               | NQ         | 2024-04-09T19:34:45 | SHORT | 18328.25  | 18328.00  | 6    | $30.00    
2515 | TM_9               | NQ         | 2024-04-10T09:33:40 | LONG  | 18383.00  | 18383.00  | 6    | $0.00     
2516 | TM_9               | NQ         | 2024-04-10T10:43:03 | LONG  | 18365.75  | 18365.25  | 6    | $-60.00   
2517 | TM_9               | NQ         | 2024-04-10T12:29:49 | SHORT | 18441.75  | 18464.50  | 6    | $-2,730.00
2518 | TM_9               | NQ         | 2024-04-10T12:30:55 | LONG  | 18182.75  | 18179.25  | 6    | $-420.00  
2519 | TM_9               | NQ         | 2024-04-10T12:31:49 | SHORT | 18132.50  | 18133.25  | 4    | $-60.00   
2520 | TM_9               | NQ         | 2024-04-10T12:41:57 | LONG  | 18068.25  | 18062.25  | 6    | $-720.00  
2521 | TM_9               | NQ         | 2024-04-10T12:51:01 | LONG  | 18098.25  | 18098.00  | 6    | $-30.00   
2522 | TM_9               | NQ         | 2024-04-10T12:57:30 | LONG  | 18098.25  | 18097.75  | 6    | $-60.00   
2523 | TM_9               | NQ         | 2024-04-10T13:15:08 | LONG  | 18088.75  | 18087.25  | 6    | $-180.00  
2524 | TM_9               | NQ         | 2024-04-10T13:34:08 | LONG  | 18130.25  | 18130.50  | 6    | $30.00    
2525 | TM_9               | NQ         | 2024-04-10T13:47:55 | LONG  | 18135.25  | 18135.75  | 6    | $60.00    
2526 | TM_9               | NQ         | 2024-04-10T13:59:26 | LONG  | 18173.00  | 18174.75  | 6    | $210.00   
2527 | TM_9               | NQ         | 2024-04-10T14:10:11 | SHORT | 18187.00  | 18185.50  | 6    | $180.00   
2528 | TM_9               | NQ         | 2024-04-10T14:21:28 | SHORT | 18181.75  | 18179.50  | 6    | $270.00   
2529 | TM_9               | NQ         | 2024-04-10T14:23:34 | LONG  | 18168.00  | 18168.25  | 6    | $30.00    
2530 | TM_9               | NQ         | 2024-04-10T14:35:50 | SHORT | 18189.00  | 18197.00  | 6    | $-960.00  
2531 | TM_9               | NQ         | 2024-04-10T14:40:33 | SHORT | 18210.25  | 18210.50  | 6    | $-30.00   
2532 | TM_9               | NQ         | 2024-04-10T15:09:03 | SHORT | 18144.00  | 18150.75  | 6    | $-810.00  
2533 | TM_9               | NQ         | 2024-04-10T15:13:48 | LONG  | 18150.00  | 18149.75  | 6    | $-30.00   
2534 | TM_9               | NQ         | 2024-04-10T17:06:44 | LONG  | 18130.25  | 18130.25  | 6    | $0.00     
2535 | TM_9               | NQ         | 2024-04-10T17:22:51 | SHORT | 18218.25  | 18218.00  | 6    | $30.00    
2536 | TM_9               | NQ         | 2024-04-10T18:04:15 | SHORT | 18186.25  | 18187.75  | 6    | $-180.00  
2537 | TM_9               | NQ         | 2024-04-10T18:38:28 | LONG  | 18159.25  | 18159.50  | 6    | $30.00    
2538 | TM_9               | NQ         | 2024-04-10T18:52:29 | SHORT | 18160.75  | 18160.75  | 6    | $0.00     
2539 | TM_9               | NQ         | 2024-04-10T19:22:05 | SHORT | 18180.25  | 18183.75  | 6    | $-420.00  
2540 | TM_9               | NQ         | 2024-04-10T19:42:44 | SHORT | 18194.75  | 18203.00  | 6    | $-990.00  
2541 | TM_9               | NQ         | 2024-04-11T13:41:01 | LONG  | 18247.00  | 18245.25  | 6    | $-210.00  
2542 | TM_9               | NQ         | 2024-04-11T13:45:54 | LONG  | 18259.00  | 18255.75  | 6    | $-390.00  
2543 | TM_9               | NQ         | 2024-04-11T13:52:24 | SHORT | 18266.00  | 18268.00  | 6    | $-240.00  
2544 | TM_9               | NQ         | 2024-04-11T14:05:54 | SHORT | 18231.50  | 18232.50  | 6    | $-120.00  
2545 | TM_9               | NQ         | 2024-04-11T14:15:06 | LONG  | 18204.00  | 18202.50  | 6    | $-180.00  
2546 | TM_9               | NQ         | 2024-04-11T15:02:11 | LONG  | 18252.25  | 18252.25  | 6    | $0.00     
2547 | TM_9               | NQ         | 2024-04-11T15:12:05 | LONG  | 18260.00  | 18259.75  | 6    | $-30.00   
2548 | TM_9               | NQ         | 2024-04-11T15:18:20 | SHORT | 18254.75  | 18255.00  | 6    | $-30.00   
2549 | TM_9               | NQ         | 2024-04-11T16:23:35 | LONG  | 18320.25  | 18319.00  | 6    | $-150.00  
2550 | TM_9               | NQ         | 2024-04-11T17:39:00 | SHORT | 18405.25  | 18405.00  | 4    | $20.00    
2551 | TM_9               | NQ         | 2024-04-11T18:07:45 | SHORT | 18465.75  | 18466.25  | 6    | $-60.00   
2552 | TM_9               | NQ         | 2024-04-11T18:26:15 | SHORT | 18492.50  | 18493.00  | 6    | $-60.00   
2553 | TM_9               | NQ         | 2024-04-11T19:40:30 | SHORT | 18514.75  | 18515.25  | 6    | $-60.00   
2554 | TM_9               | NQ         | 2024-04-12T07:47:04 | LONG  | 18468.25  | 18467.50  | 6    | $-90.00   
2555 | TM_9               | NQ         | 2024-04-12T13:24:33 | SHORT | 18288.50  | 18296.50  | 6    | $-960.00  
2556 | TM_9               | NQ         | 2024-04-12T13:37:23 | SHORT | 18301.50  | 18303.75  | 6    | $-270.00  
2557 | TM_9               | NQ         | 2024-04-12T14:36:27 | LONG  | 18250.75  | 18248.25  | 6    | $-300.00  
2558 | TM_9               | NQ         | 2024-04-12T15:00:18 | LONG  | 18215.75  | 18214.00  | 6    | $-210.00  
2559 | TM_9               | NQ         | 2024-04-12T16:06:16 | LONG  | 18262.50  | 18262.00  | 6    | $-60.00   
2560 | TM_9               | NQ         | 2024-04-12T16:42:03 | LONG  | 18159.25  | 18159.25  | 6    | $0.00     
2561 | TM_9               | NQ         | 2024-04-12T17:02:04 | SHORT | 18150.75  | 18151.75  | 6    | $-120.00  
2562 | TM_9               | NQ         | 2024-04-12T17:42:17 | SHORT | 18157.50  | 18157.25  | 6    | $30.00    
2563 | TM_9               | NQ         | 2024-04-12T19:38:52 | SHORT | 18137.00  | 18137.50  | 6    | $-60.00   
2564 | TM_9               | NQ         | 2024-04-14T22:00:02 | LONG  | 18170.25  | 18168.50  | 6    | $-210.00  
2565 | TM_9               | NQ         | 2024-04-14T22:00:36 | LONG  | 18198.00  | 18196.50  | 6    | $-180.00  
2566 | TM_9               | NQ         | 2024-04-15T05:02:31 | SHORT | 18259.25  | 18260.50  | 6    | $-150.00  
2567 | TM_9               | NQ         | 2024-04-15T06:30:28 | SHORT | 18271.75  | 18272.25  | 6    | $-60.00   
2568 | TM_9               | NQ         | 2024-04-15T09:22:51 | SHORT | 18268.00  | 18274.25  | 6    | $-750.00  
